prompt,completion,item,response,target,type,confidence_1,confidence_2,confidence_3,confidence_4,confidence_5,score_1,score_2,score_3,score_4,score_5
"AUT Prompt:brick
Response:weight, like put on top of things
Score:
",17,brick,"weight, like put on top of things",1.7,uses,0.42861444232434676,0.6129592168689774,0.7147640702859992,0.8018423759534659,0.8707269854789563,1.0,1.0902236736823725,1.105859270481402,1.1486620805476673,1.1685458268070068
"AUT Prompt:fork
Response:to use as a way to get to an itchy spot in your cast
Score:
",27,fork,to use as a way to get to an itchy spot in your cast,2.7,uses,0.19203466046336948,0.3303520376100517,0.44682695855608234,0.54961571551974,0.6119602480919488,3.0,3.1256090728067054,3.014665043670083,3.105432056809414,3.1660047175601935
"AUT Prompt:knife
Response:turn the tv on
Score:
",27,knife,turn the tv on,2.7,uses,0.3560840430530305,0.5068595134182521,0.5983094589273525,0.6790137525806638,0.7380582751405255,1.7,1.7892409827814386,1.7450312987798142,1.6921370289875777,1.7407659518167593
"AUT Prompt:paperclip
Response:Wear as an earring
Score:
",20,paperclip,Wear as an earring,2.0,uses,0.21417072535211112,0.42502104137212837,0.6170024388086087,0.7166010757313378,0.7861321301528281,2.5,2.599218765894184,2.723922553999986,2.6511038351915914,2.6200497427102745
"AUT Prompt:knife
Response:shave someone's head
Score:
",13,knife,shave someone's head,1.3,uses,0.40585971850912256,0.6520260813272444,0.7837894403425962,0.8743489843313335,0.9267608274226087,1.7,1.5489837324807418,1.4566937156557773,1.461179106995322,1.4916514740428168
"AUT Prompt:box
Response:burn them for a fuel source
Score:
",20,box,burn them for a fuel source,2.0,uses,0.13938895726081152,0.27877791452162304,0.3823629919290946,0.4827610915482208,0.5800702663773446,2.0,1.8499999999999999,1.8364546151701469,1.7664833507858606,1.6882288485856602
"AUT Prompt:box
Response:firewood
Score:
",19,box,firewood,1.9,uses,0.398094804421196,0.6014217349868608,0.7069063675061733,0.8029512183813726,0.8490340414482006,1.0,1.1014231372450018,1.1161327856801984,1.1620489864545678,1.191247228416162
"AUT Prompt:bottle
Response:you can cut it in half to the body for a car
Score:
",30,bottle,you can cut it in half to the body for a car,3.0,uses,0.2801115674490196,0.4231785570023098,0.5417852571923985,0.6385892245926211,0.722693968975912,3.9,3.7985768627549987,3.86456389949136,3.945730848168902,3.870582818356768
"AUT Prompt:brick
Response:drop it off a bridge or building onto someone's car
Score:
",25,brick,drop it off a bridge or building onto someone's car,2.5,uses,0.15233438089610565,0.2954392882255109,0.4298739209669287,0.5522780470063092,0.6506325253916324,1.0,1.1453140252830953,1.3187811784664103,1.3589456057724483,1.455852182219604
"AUT Prompt:brick
Response:to block a hole or something
Score:
",10,brick,to block a hole or something,1.0,uses,0.5205524122662382,0.6818120268109944,0.7781045407571273,0.8530972260222898,0.8985825888897907,1.0,1.0709548709337124,1.0869245501212994,1.1232365158136006,1.137246009946183
"AUT Prompt:box
Response:Use a as a storage space
Score:
",10,box,Use a as a storage space,1.0,uses,0.8042152433686153,0.9097053190353978,0.9661700876313761,0.9795816457183284,0.9890918644739045,1.0,1.0347882133233997,1.044443495994065,1.050680569281493,1.0511547806180537
"AUT Prompt:brick
Response:tie a balloon to it
Score:
",20,brick,tie a balloon to it,2.0,uses,0.14970817198025838,0.2757750922209372,0.34220769083433256,0.40364780082079976,0.45786850757831393,2.7,2.837141015048249,2.926995585782573,2.8011167883619437,2.7536166100414925
"AUT Prompt:rope
Response:dog
Score:
",10,rope,dog,1.0,uses,0.23503858190373422,0.4524137354374226,0.5634380890299903,0.6297337585741188,0.6920127765518388,1.3,1.155856396585628,1.263078810204519,1.2774932858915513,1.2705191288980335
"AUT Prompt:toothbrush
Response:Melt the toothbrush on each side to make it sharp and you can make a DIY knife.
Score:
",39,toothbrush,Melt the toothbrush on each side to make it sharp and you can make a DIY knife.,3.9,uses,0.28874651109702415,0.4841221734663839,0.5708196067678395,0.638339635713294,0.704812863636596,3.9,3.7789299438793877,3.873259534397374,3.81262331789091,3.839726761478922
"AUT Prompt:box
Response:a television set
Score:
",20,box,a television set,2.0,uses,0.1931406111815586,0.3635866023125797,0.4653645624400887,0.5471454509065674,0.609849033144118,1.7,1.5124837493495025,1.5316240668298695,1.5866845832874317,1.6291809320776733
"AUT Prompt:paperclip
Response:put in hair
Score:
",20,paperclip,put in hair,2.0,uses,0.26976008205254653,0.48651839746198094,0.6378400891105998,0.7594305085571618,0.8404271895942462,2.0,2.0891059070079145,1.9967941111767529,2.0773610812952485,2.050630238562021
"AUT Prompt:brick
Response:find two and smack them together to make an instrument
Score:
",30,brick,find two and smack them together to make an instrument,3.0,uses,0.14527188839114497,0.28829154490927456,0.3602063444771476,0.4226870051098403,0.4804721699449506,2.7,2.848828148841276,2.938904111533833,2.844462715212212,2.7910083158355716
"AUT Prompt:rope
Response:play jump
Score:
",12,rope,play jump,1.2,uses,0.2669563278673924,0.5297738814888878,0.6376339989563716,0.6990908413628037,0.7586568555090929,1.3,1.1511718511587243,1.2440098565040634,1.2753048311377233,1.2693922652599345
"AUT Prompt:knife
Response:haircut
Score:
",17,knife,haircut,1.7,uses,0.4288663701798118,0.6048727914710895,0.7203006206405067,0.8021512079298684,0.8575340856180654,1.7,1.5836076452615968,1.490084799870572,1.4910965354955543,1.5239634953079277
"AUT Prompt:box
Response:to build a fort with
Score:
",17,box,to build a fort with,1.7,uses,0.30194699205799536,0.4999686640048976,0.6219662770066128,0.7296287926033407,0.8083963716656184,1.3,1.458427266509617,1.466581686514818,1.3977338578507177,1.4174420293638323
"AUT Prompt:paperclip
Response:use it to bind papers together
Score:
",10,paperclip,use it to bind papers together,1.0,uses,0.8493894089848888,0.9169664083438022,0.9612844865170616,0.9922234913119911,0.9950346037178578,1.0,1.022108879478247,1.044141083612037,1.0490009965285145,1.050840160079237
"AUT Prompt:box
Response:purse
Score:
",16,box,purse,1.6,uses,0.15731276838897756,0.31218662836338307,0.3990629901481237,0.4832664472802849,0.5509258258686356,2.0,1.851171851158724,1.9488821314917533,1.9229411826686713,1.8464375748554038
"AUT Prompt:book
Response:throw at a burgaler trying to escape
Score:
",40,book,throw at a burgaler trying to escape,4.0,uses,0.1746389638186259,0.338697087706053,0.44970436706608025,0.5461491627288475,0.6189495139008419,3.0,3.2421900421384926,3.429251649396093,3.300472680000033,3.300417083753131
"AUT Prompt:brick
Response:ties to bottoms of feet as high shoes
Score:
",14,brick,ties to bottoms of feet as high shoes,1.4,uses,0.10973546205416118,0.21776963345962508,0.3176849086707644,0.41452611403725104,0.4876256909522255,2.0,2.496093829470919,2.497322361556588,2.5446717230154636,2.5079931809137093
"AUT Prompt:brick
Response:put the brick under a chair that has a broken leg (those children's chairs that are small)
Score:
",17,brick,put the brick under a chair that has a broken leg (those children's chairs that are small),1.7,uses,0.1549866026987739,0.2814829811586571,0.37999845975891094,0.47400258614041807,0.5595943172232585,1.7,1.834817790339428,1.7480155046667565,1.659165132637157,1.6807062736448468
"AUT Prompt:knife
Response:decorative
Score:
",17,knife,decorative,1.7,uses,0.4239310732731522,0.553222758671817,0.6785365571016628,0.7891255960671121,0.8808071295210564,1.7,1.6532587250354378,1.5880180357912732,1.5056124595476434,1.557072315298178
"AUT Prompt:lightbulb
Response:you can put color paper in it then turn it on.
Score:
",24,lightbulb,you can put color paper in it then turn it on.,2.4,uses,0.44478971458407623,0.7062680882456638,0.8506701607649172,0.8791046147676409,0.8992676618952041,2.4,2.511067614980773,2.441288494604205,2.423780632009154,2.4367004096959537
"AUT Prompt:box
Response:Using a as a hat
Score:
",13,box,Using a as a hat,1.3,uses,0.3266977001626443,0.5217778070938804,0.6261966638055313,0.6925693274081576,0.7579129782395017,1.3,1.4495503291086789,1.37458740753289,1.3961899151513053,1.4051399267382316
"AUT Prompt:shovel
Response:fence post
Score:
",27,shovel,fence post,2.7,uses,0.19740283310172624,0.3373824024848182,0.4463986007343683,0.5488098414282593,0.6310995851253044,3.0,3.2074494228983847,3.107945107718449,2.994498868137182,3.0212943784956403
"AUT Prompt:brick
Response:hold up bed
Score:
",15,brick,hold up bed,1.5,uses,0.15819731436400214,0.2853124402639745,0.4028747135943924,0.5099163815691296,0.6104727227299406,1.7,1.6108940880514262,1.5201725447949037,1.620897944098954,1.6503994218312448
"AUT Prompt:paperclip
Response:To clip plastic together
Score:
",13,paperclip,To clip plastic together,1.3,uses,0.2249909724560946,0.34731644240603243,0.46404022125007677,0.5807640000941211,0.6837723733819596,2.0,1.8943394653856334,1.7951480797269626,1.6956316583514355,1.5908367173392814
"AUT Prompt:tire
Response:children game by running with tire
Score:
",20,tire,children game by running with tire,2.0,uses,0.19702055807069843,0.3764098175989461,0.5347202834895688,0.626343342780411,0.703497694176464,1.7,1.5093681395745293,1.6546256897423535,1.7490326462065708,1.754622363353986
"AUT Prompt:pencil
Response:use it as a knife
Score:
",33,pencil,use it as a knife,3.3,uses,0.4400236955487467,0.6123394505967547,0.7003497264730176,0.7589772094242415,0.8166957575003168,2.7,2.7844216822287433,2.7361128773175842,2.7410478623861185,2.6957429229097016
"AUT Prompt:box
Response:using pieces of the to incorporate in mixed medium art
Score:
",21,box,using pieces of the to incorporate in mixed medium art,2.1,uses,0.13226969458153942,0.26046987848400305,0.38472575738825,0.49786202259294965,0.605817401014132,3.0,2.507811864279204,2.5698833665385576,2.5540027756693724,2.508740018737143
"AUT Prompt:tire
Response:to melt down and use the materials
Score:
",23,tire,to melt down and use the materials,2.3,uses,0.22285911020274557,0.3538712224699706,0.46593182051841703,0.5762550800258077,0.6815262696592086,3.0,3.1110676177786765,3.204609190671541,3.1080024402550803,3.060427189323291
"AUT Prompt:brick
Response:sculptures
Score:
",16,brick,sculptures,1.6,uses,0.17039772766076278,0.32077319452883934,0.4325227526130484,0.5209239291664048,0.5897708346905923,1.7,1.8406371879878731,1.8301378841431746,1.774113240718185,1.7187676258258928
"AUT Prompt:rope
Response:skis
Score:
",27,rope,skis,2.7,uses,0.11952959277301002,0.20562352875248613,0.28401294951378847,0.3542807721457051,0.4213307969042205,2.7,2.5325212362577254,2.3027399618705933,2.4410340736025455,2.386762362997574
"AUT Prompt:brick
Response:gas pedal holder
Score:
",14,brick,gas pedal holder,1.4,uses,0.0986448157347848,0.179156367875488,0.2559810276156729,0.3304420410631968,0.3993072209810152,2.0,2.4493926344647594,2.4045571307661158,2.4260639969827404,2.4733074505005734
"AUT Prompt:paperclip
Response:putting them together into a necklace
Score:
",18,paperclip,putting them together into a necklace,1.8,uses,0.22206907430223918,0.3632247661894935,0.49174846051586474,0.6182795796509495,0.6987076524157009,2.0,2.1165854080117543,2.2167948926927497,2.213357812384571,2.2693750796072933
"AUT Prompt:table
Response:a shield
Score:
",38,table,a shield,3.8,uses,0.2061017087998515,0.3391709733807462,0.47017719023556703,0.556093164825065,0.6355524519604757,4.0,4.196168415083554,4.197236015670921,4.1358633508241,4.156384365409255
"AUT Prompt:brick
Response:act like the is a real person
Score:
",14,brick,act like the is a real person,1.4,uses,0.08479287168804765,0.15962231831400275,0.2310250750952747,0.30132083473880067,0.3614479842794163,2.0,2.3281534386383704,2.1340104990379034,2.1727345324194487,2.3103507777504806
"AUT Prompt:box
Response:coat
Score:
",20,box,coat,2.0,uses,0.27188456395293215,0.4869629566748428,0.5869836981249887,0.6870044395751347,0.7568301704477711,1.3,1.1674980983006122,1.2241556968809306,1.2934337062664756,1.284813441003615
"AUT Prompt:hat
Response:you can put the hat on the cat
Score:
",24,hat,you can put the hat on the cat,2.4,uses,0.2656212917158656,0.5151494029151387,0.7094820913154611,0.7766416780659936,0.8265504450796597,2.4,2.5453140252830955,2.4233390342650987,2.3780836297918397,2.433750781870343
"AUT Prompt:pants
Response:create a baby wrap/carrier
Score:
",37,pants,create a baby wrap/carrier,3.7,uses,0.1559534053502016,0.2832388396797777,0.4009586225591953,0.5064819539386529,0.5996059670314322,3.5,3.7246962924884905,3.600007228508933,3.4749983094119123,3.5254738939684516
"AUT Prompt:knife
Response:use to clean out grooves/ corners
Score:
",17,knife,use to clean out grooves/ corners,1.7,uses,0.48034835438443,0.6570586385629961,0.7531343536068448,0.8045599780871987,0.854403402437258,1.7,1.7806824264109986,1.744876378408365,1.7164409028697982,1.6746458118839553
"AUT Prompt:brick
Response:weights (for working out)
Score:
",17,brick,weights (for working out),1.7,uses,0.15393325186103674,0.2815483871485193,0.397743290096687,0.5086172410414715,0.6049461989696482,1.7,1.8359785469701493,1.679400229250805,1.640292604474446,1.538335241219344
"AUT Prompt:lightbulb
Response:put it over your head and pretend to have a good idea.
Score:
",24,lightbulb,put it over your head and pretend to have a good idea.,2.4,uses,0.3659780573403484,0.6022712507670869,0.7087769480126472,0.8104053942880571,0.8444466597580069,2.4,2.2822989509498677,2.2248520821693165,2.284437747541831,2.28506509180463
"AUT Prompt:box
Response:scenery for a play
Score:
",18,box,scenery for a play,1.8,uses,0.18692978760238432,0.3325108525664926,0.41417442878858607,0.49089025904768463,0.5629581121176631,2.0,2.1313470497342606,2.2040350676584506,2.125264980083006,2.083625738567765
"AUT Prompt:brick
Response:use as a decoration around a flower bed
Score:
",13,brick,use as a decoration around a flower bed,1.3,uses,0.1806719722399504,0.3328130264844941,0.453166506425335,0.5716540786082948,0.6883046712518398,1.7,1.608572656634501,1.6594125722134432,1.5849166057064255,1.6552629595278767
"AUT Prompt:knife
Response:to decorate the garden
Score:
",23,knife,to decorate the garden,2.3,uses,0.4657092204826931,0.6343779277522261,0.7153060579245804,0.7659495877136385,0.8142739814265669,1.7,1.7797641436866376,1.7481122531608948,1.718483689341783,1.7233214053687298
"AUT Prompt:rope
Response:use it to hang a chandalier
Score:
",35,rope,use it to hang a chandalier,3.5,uses,0.13430062791479846,0.2237641331137079,0.3002863242501384,0.37330430912708873,0.44519025507576115,2.7,2.540075343704082,2.6572782917414903,2.528715252974132,2.3949005991201275
"AUT Prompt:box
Response:cheerleading stand
Score:
",27,box,cheerleading stand,2.7,uses,0.1404557621401045,0.24814693054431958,0.341710639080439,0.4101633105476723,0.4724901771827317,2.7,2.8301944394411698,2.6850220265106275,2.787656475024911,2.683755563548115
"AUT Prompt:sock
Response:so you don't get your feet dirty
Score:
",16,sock,so you don't get your feet dirty,1.6,uses,0.132467731376088,0.25690964863205157,0.3633504610781169,0.4502249202913677,0.5357525158535847,2.0,1.660933941006111,1.7309665631530189,1.7442871107802635,1.737217111130521
"AUT Prompt:box
Response:chairs
Score:
",13,box,chairs,1.3,uses,0.29328169953048117,0.4384666687095928,0.5646055684893512,0.6554600097220182,0.7219305388870517,1.3,1.4324478958515967,1.3358344282573238,1.3585897009956982,1.3992318051501287
"AUT Prompt:fork
Response:straining
Score:
",25,fork,straining,2.5,uses,0.22712208197711528,0.3606402660678688,0.44958255131265634,0.5293099005309749,0.6078011917682955,2.0,1.888932382221324,1.9702551408751405,2.0048604800085794,2.0688026716217367
"AUT Prompt:box
Response:sleep in a
Score:
",13,box,sleep in a,1.3,uses,0.37795896403865215,0.7167591728087122,0.8123221788414755,0.8676298036031759,0.9212357916421627,1.0,1.141805039247323,1.1486511965114468,1.1710481539501116,1.2018274469278687
"AUT Prompt:brick
Response:stair step
Score:
",12,brick,stair step,1.2,uses,0.3280424691053327,0.5036309497335498,0.6262114892000684,0.7378223404878878,0.8207644823716979,1.0,1.1045935406001837,1.1819941280018786,1.184717887627483,1.2367895878442035
